seqname,tax_id,species_name
S000016099,1290,Staphylococcus hominis
S000016101,2001,Streptosporangium roseum
S000016121,80854,Moritella viscosa
S000016131,161899,Corynebacterium singulare
S000016146,112900,Sporomusa acidovorans
S000016169,1542,Clostridium novyi
S000016191,102226,Amycolatopsis albidoflavus
S000016222,69963,Azorhizophilus paspali
S000016269,164330,Thauera aminoaromatica
S000016288,86662,Bacillus mycoides
S000016303,29489,Aeromonas enteropelogenes
S000016359,28109,Pseudoalteromonas nigrifaciens
S000016369,1455,Bacillus encimensis
S000016372,1703,Brevibacterium linens
S000016404,35754,Dactylosporangium aurantiacum
S000016406,58621,Desulfovibrio intestinalis
S000016413,1354,Enterococcus hirae
S000016421,53400,Hyphomicrobium hollandicum
S000016426,45072,Legionella quateirensis
S000016429,84962,Mycobacterium botniense
S000016452,300,Pseudomonas mendocina
S000016468,35764,Streptosporangium nondiastaticum
S000016475,47763,Streptomyces lydicus
S000016476,36861,Thiobacillus denitrificans
S000016590,259,Sphingobacterium thalpophilum
S000016660,124,Blastopirellula marina
S000016693,335406,Sphingosinicella microcystinivorans
S000016742,151895,Pseudopedobacter saltans
S000016744,189426,Paenibacillus odorifer
S000016767,297,Hydrogenophilus thermoluteolus
S000016869,82988,Buttiauxella brennerae
S000016873,150024,Halomonas magadiensis
S000016893,39440,Isochromatium buderi
S000016909,53388,Microlunatus antarcticus
S000016911,145483,Frigoribacterium faeni
S000016925,84035,Propionispira arboris
S000016937,84595,Gordonia polyisoprenivorans
S000016943,84405,Hippea maritima
S000016950,33907,Pseudonocardia alni
S000016954,929,Thermithiobacillus tepidarius
S000016955,82996,Serratia plymuthica
S000017105,119485,Syntrophobacter pfennigii
S000017193,291112,Photorhabdus asymbiotica
S000017279,189425,Paenibacillus graminis
S000017300,136100,Knoellia sinensis
S000017471,82977,Buttiauxella agrestis
S000017474,87883,Burkholderia multivorans
S000017487,83552,Parachlamydia acanthamoebae
S000017509,330836,Tetrasphaera veronensis
S000017517,119978,Acidithiobacillus albertensis
S000017522,89968,Hymenobacter gelipurpurascens
S000017523,46541,Thermosipho melanesiensis
S000017755,174037,Psychromonas profunda
S000017759,32040,Acidovorax konjaci
S000017764,83769,Succinimonas amylolytica
S000017844,169176,Caenibius tardaugens
S000017991,82990,Buttiauxella gaviniae
S000018028,141451,Oleiphilus messinensis
S000018037,1082,Phaeospirillum fulvum
S000018041,83219,Sulfitobacter mediterraneus
S000018099,114628,Alkaliphilus transvaalensis
S000018101,127458,Thiobaca trueperi
S000018317,173676,Novosphingobium hassiacum
S000018330,171121,Sulfurihydrogenibium subterraneum
S000018394,92487,Thiothrix eikelboomii
S000018396,59754,Alcanivorax borkumensis
S000018491,86667,Jeotgalibacillus marinus
S000018492,82992,Buttiauxella noackiae
S000018513,125602,Desulfococcus biacutus
S000018514,569859,Desulfosporosinus hippei
S000018525,57043,Microbacterium esteraromaticum
S000018538,38293,Photobacterium damselae
S000018554,82987,Tatumella ptyseos
S000018588,81947,Vagococcus lutrae
S000018604,167642,Ilyobacter polytropus
S000018605,166954,Kaistia adipata
S000018694,131080,Limnobacter thiooxidans
S000018776,179995,Anaerobiospirillum thomasii
S000018802,182182,Actinobacillus scotiae
S000018845,960,Bacteriovorax stolpii
S000018874,97477,Acetomicrobium mobile
S000018932,83682,Nonomuraea longicatena
S000018936,38293,Photobacterium damselae
S000018962,69279,Aquamicrobium defluvii
S000019065,1131292,Enterococcus ureilyticus
S000019066,82347,Facklamia languida
S000019069,2055,Gordonia terrae
S000019071,89967,Hymenobacter roseosalivarius
S000019080,82983,Obesumbacterium proteus
S000019095,52023,Calidithermus chliarophilus
S000019098,277,Meiothermus ruber
S000019101,89969,Hymenobacter chitinivorans
S000019176,132932,Acetobacterium tundrae
S000019191,96565,Lactobacillus hamsteri
S000019290,29488,Photorhabdus laumondii
S000019318,83771,Succinivibrio dextrinosolvens
S000019319,83767,Propionivibrio dicarboxylicus
S000019320,180164,Blautia schinkii
S000019366,28258,Cobetia marina
S000019591,33918,Microbacterium liquefaciens
S000019609,76595,Cellulophaga fucicola
S000019623,53427,Gordonia hirsuta
S000019650,68292,Rhodovulum robiginosum
S000019651,1086,Rhodothalassium salexigens
S000019653,88190,Thermus antranikianii
S000019711,83401,Roseospirillum parvum
S000019875,97481,Pasteurella skyensis
S000019883,29488,Photorhabdus akhurstii
S000019893,159478,Alkanibacter difficilis
S000019948,142588,Isobaculum melis
S000020000,133552,Methylocapsa acidiphila
S000020001,87650,Facklamia sourekii
S000020061,48937,Novosphingobium stygium
S000020165,2033,Microbacterium testaceum
S000020184,108486,Corynebacterium falsenii
S000020185,108819,Coprothermobacter platensis
S000020199,40516,Gordonia hydrophobica
S000020201,82981,Leminorella grimontii
S000020202,83615,Luteimonas mephitis
S000020206,83619,Pseudoxanthomonas broegbernensis
S000020210,68291,Rhodovulum iodosum
S000020246,83765,Formivibrio citricus
S000020429,158847,Megamonas hypermegale
S000020432,180163,Cetobacterium ceti
S000020486,181658,Aquaspirillum putridiconchylium
S000020497,34088,Pedobacter antarcticus
S000020498,1010,Sphingobacterium mizutaii
S000020526,88431,Dorea longicatena
S000020603,86669,Acidovorax defluvii
S000020615,93369,Pseudaminobacter salicylatoxidans
S000020699,1053551,Komagataeibacter sucrofermentans
S000020702,82979,Budvicia aquatica
S000020704,82989,Buttiauxella ferragutiae
S000020727,1563,Desulfosporosinus orientis
S000020732,83661,Desulfonispora thiosulfatigenes
S000020736,118060,Enterococcus rotai
S000020760,82367,Paracoccus pantotrophus
S000020765,1087,Rhodovibrio salinarum
S000020768,82995,Serratia grimesii
S000020770,88189,Thermus igniterrae
S000020798,116087,Gallicola barnesae
S000020842,89772,Aquamicrobium lusatiense
S000021044,151894,Pedobacter africanus
S000021079,930,Acidithiobacillus thiooxidans
S000021104,158822,Cedecea neteri
S000021147,69370,Microbacterium trichothecenolyticum
S000021172,86796,Marmoricola aurantiacus
S000021200,74033,Antarctobacter heliothermus
S000021216,160699,Agrobacterium larrymoorei
S000021242,252,Halomonas halmophila
S000021308,552,Erwinia amylovora
S000021348,28031,Lysinibacillus fusiformis
S000021364,86333,Mogibacterium vescum
S000021367,648,Aeromonas caviae
S000021400,103810,Riemerella columbina
S000021401,33074,Zymobacter palmae
S000021406,36848,Oxalophagus oxalicus
S000021410,33888,Rathayibacter tritici
S000021414,92642,Hydrogenobacter subterraneus
S000021445,46187,Streptosporangium longisporum
S000021486,28173,Vibrio nigripulchritudo
S000021549,87458,Facklamia tabacinasalis
S000021578,29320,Paenarthrobacter nicotinovorans
S000021583,69222,Erwinia mallotivora
S000021602,73919,Thermaerobacter marianensis
S000021618,2736,Verrucomicrobium spinosum
S000021619,161895,Corynebacterium phocae
S000021625,34013,Rhizobium aggregatum
S000021675,83231,Prevotella brevis
S000021696,29367,Clostridium puniceum
S000021698,206,Campylobacter sputorum
S000021703,53359,Dactylosporangium fulvum
S000021710,74349,Sulfitobacter guttiformis
S000021715,28210,Chelatococcus asaccharovorans
S000021741,102884,Pseudonocardia tetrahydrofuranoxydans
S000021749,421,Methylomonas methanica
S000021767,52697,Actinoplanes regularis
S000021768,43669,Brachybacterium faecium
S000021803,66866,Streptomyces albofaciens
S000021808,2036,Curtobacterium citreum
S000021813,53371,Pilimelia anulata
S000021835,142842,Selenihalanaerobacter shriftii
S000021836,105229,Neobacillus fumarioli
S000021904,556,Dickeya chrysanthemi
S000021908,486,Neisseria lactamica
S000022009,144055,Cellulomonas humilata
S000022013,492,Neisseria animalis
S000022017,75659,Duganella zoogloeoides
S000022059,78527,Allorhizobium undicola
S000022067,46677,Pseudomonas agarici
S000022081,98672,Arthrobacter luteolus
S000022092,1950,Streptomyces peucetius
S000022130,79879,Bacillus clarkii
S000022162,55213,Brenneria rubrifaciens
S000022170,1904,Streptomyces cyaneus
S000022179,134849,Cryptosporangium aurantiacum
S000022213,35751,Sporichthya polymorpha
S000022279,1993,Actinomadura madurae
S000022281,37633,Kineococcus aurantiacus
S000022290,99597,Sphingomonas pituitosa
S000022304,44061,Streptomyces thermodiastaticus
S000022309,43664,Paenarthrobacter histidinolovorans
S000022313,55148,Deinococcus proteolyticus
S000022339,33941,Geobacillus thermoleovorans
S000022362,37930,Glutamicibacter protophormiae
S000022369,33911,Pseudonocardia compacta
S000022378,114698,Streptomyces javensis
S000022403,1019,Capnocytophaga sputigena
S000022417,131081,Corynebacterium capitovis
S000022438,62322,Shewanella baltica
S000022462,51288,Kluyvera ascorbata
S000022469,1495,Clostridium cylindrosporum
S000022474,60550,Burkholderia pyrrocinia
S000022484,77097,Halomonas aquamarina
S000022501,61654,Methylopila capsulata
S000022538,136857,Corynebacterium testudinoris
S000022588,162028,Haliangium tepidum
S000022611,33917,Microbacterium barkeri
S000022636,177400,Anaerophaga thermohalophila
S000022640,119484,Syntrophobacter fumaroxidans
S000022658,100886,Catenibacterium mitsuokai
S000022751,82991,Buttiauxella izardii
S000022752,82993,Buttiauxella warmboldiae
S000022753,76594,Cellulophaga baltica
S000022757,82985,Pragia fontium
S000022758,109325,Pelospora glutarica
S000022759,140314,Trichococcus palustris
S000022775,115544,Parasporobacterium paucivorans
S000022800,2054,Gordonia bronchialis
S000022839,81409,Eubacterium aggregans
S000022904,53356,Terracoccus luteus
S000022912,148454,Marinospirillum alkaliphilum
S000053841,83868,Palaeococcus ferrophilus
S000059346,146826,Halorhabdus utahensis
S000071741,91560,Methanimicrococcus blatticola
S000083692,103618,Gleimia coleocanis
S000083753,53374,Corynebacterium coyleae
S000083764,154108,Psychrobacter submarinus
S000083867,201571,Desulfovibrio vietnamensis
S000083870,139208,Isoptericola variabilis
S000083932,153731,Microbacterium aerolatum
S000083933,154109,Psychrobacter marincola
S000084047,57171,Corynebacterium mucifaciens
S000084122,144786,Thermobifida cellulosilytica
S000084123,111291,Moritella profunda
S000085577,67299,Streptomyces flavovirens
S000085848,194326,Companilactobacillus versmoldensis
S000087136,165758,Streptococcus gallinaceus
S000087730,166486,Roseburia intestinalis
S000087945,170651,Vibrio neptunius
S000088215,360807,Roseburia inulinivorans
S000088221,105841,Anaerostipes caccae
S000088251,90730,Desulfosarcina cetonica
S000088252,162169,Oerskovia jenensis
S000088253,162170,Oerskovia paurometabola
S000088643,301301,Roseburia hominis
S000088673,90733,Desulfobacterium indolicum
S000089165,170652,Vibrio brasiliensis
S000089166,170661,Vibrio xuii
S000089377,166485,Caminicella sporogenes
S000089783,428,Methylosinus sporium
S000090138,688,Aliivibrio logei
S000090477,170679,Vibrio chagasii
S000090721,139808,Shimazuella kribbensis
S000091509,104097,Acetobacter estunensis
S000091510,178900,Acetobacter cerevisiae
S000091563,1781,Mycobacterium marinum
S000091708,211114,Allokutzneria albata
S000092464,65959,Acetobacter pomorum
S000093579,209274,Williamsoniiplasma lucivorax
S000094365,188144,Enterovibrio norvegicus
S000095329,212663,Vibrio tasmaniensis
S000095332,163202,Corynebacterium appendicis
S000095676,2030,Kibdelosporangium aridum
S000095677,211113,Kibdelosporangium philippinense
S000095828,181487,Schaalia cardiffensis
S000096469,435,Acetobacter sicerae
S000096471,178901,Acetobacter malorum
S000096693,40543,Sneathia sanguinegens
S000099314,190895,Vibrio rotiferianus
S000099360,644,Aeromonas dhakensis
S000100234,176290,Halomonas halocynthiae
S000100510,1333,Streptococcus criceti
S000100511,1341,Streptococcus ratti
S000102217,209389,Bacillus acidicola
S000102964,213806,Deferribacter abyssi
S000103720,144022,Maricaulis virginensis
S000103956,173675,Sphingopyxis witflariensis
S000104076,2110,Mycoplasmopsis agalactiae
S000104183,152142,Mycobacterium holsaticum
S000104195,136094,Thermocrinis albus
S000104372,126157,Psychrobacillus psychrodurans
S000104751,169134,Citricoccus muralis
S000105391,126156,Psychrobacillus psychrotolerans
S000105760,59846,Paenibacillus chibensis
S000105762,44252,Paenibacillus macerans
S000105763,78057,Paenibacillus popilliae
S000105764,59841,Paenibacillus kobensis
S000105822,86180,Malikia spinosa
S000106116,59840,Paenibacillus curdlanolyticus
S000106168,38402,Erysipelothrix tonsillarum
S000106485,59845,Paenibacillus illinoisensis
S000106486,49283,Paenibacillus thiaminolyticus
S000106487,46240,Paenibacillus apiarius
S000106516,183670,Macromonas bipunctata
S000106833,1401,Paenibacillus lautus
S000107191,44253,Paenibacillus validus
S000107548,59843,Paenibacillus glucanolyticus
S000107889,59839,Paenibacillus alginolyticus
S000108233,78058,Paenibacillus lentimorbus
S000108528,203540,Bacillus aeolius
S000108891,132476,Pseudomonas kilonensis
S000109011,184748,Paracoccus seriniphilus
S000109780,61015,Staphylococcus succinus
S000110436,1270,Micrococcus luteus
S000110722,201975,Planifilum fimeticola
S000111689,55565,Actinomyces graevenitzii
S000111728,51173,Ureibacillus thermosphaericus
S000111729,2078,Sporolactobacillus inulinus
S000111802,158891,Rhizobium indigoferae
S000111853,201973,Planifilum fulgidum
S000111985,178340,Gracilibacillus dipsosauri
S000112115,184870,Varibaculum cambriense
S000112395,69666,Caulobacter mirabilis
S000112473,73141,Thiocystis violascens
S000112617,1298959,Phenylobacterium conjunctum
S000112621,1325724,Brevundimonas vancanneytii
S000112622,74311,Brevundimonas bacteroides
S000112624,74313,Brevundimonas subvibrioides
S000112626,74325,Brevundimonas poindexterae
S000112627,74326,Brevundimonas staleyi
S000112631,1772,Mycobacterium smegmatis
S000112633,144026,Maricaulis salignorans
S000112772,74314,Brevundimonas alba
S000112774,74329,Brevundimonas mediterranea
S000112775,1433403,Glycocaulis abyssi
S000113071,76853,Solibacillus silvestris
S000113115,74316,Brevundimonas aurantiaca
S000113874,220697,Thalassospira xiamenensis
S000113887,208224,Enterobacter kobei
S000114066,158836,Enterobacter hormaechei
S000114246,208223,Kosakonia cowanii
S000114852,144023,Maricaulis parjimensis
S000114995,179636,Alicycliphilus denitrificans
S000115293,185007,Pseudobutyrivibrio xylanivorans
S000115513,160396,Chryseobacterium defluvii
S000115720,190893,Vibrio coralliilyticus
S000116241,185761,Corynebacterium spheniscorum
S000116309,1492,Clostridium butyricum
S000116535,168379,Halorhodospira neutriphila
S000116587,176102,Pseudoalteromonas agarivorans
S000116588,182264,Sporotomaculum syntrophicum
S000117071,1484,Hydrogenibacillus schlegelii
S000117072,33943,Kyrpidia tusciae
S000117161,225844,Alkalihalobacillus algicola
S000118083,224999,Tepidanaerobacter syntrophicus
S000118541,223903,Hymenobacter norwichensis
S000118557,221799,Planococcus maitriensis
S000118794,225323,Vibrio fluvialis
S000120182,158484,Cedecea davisae
S000121343,161360,Planococcus antarcticus
S000121350,180441,Flavobacterium limicola
S000121408,199592,Microbacterium paraoxydans
S000121712,190308,Shewanella schlegeliana
S000122191,159723,Thermaerobacter nagasakiensis
S000122841,161361,Planococcus psychrophilus
S000122852,190310,Shewanella sairae
S000123243,192073,Shewanella denitrificans
S000123625,154117,Georgenia muralis
S000124253,230091,Micromonospora endolithica
S000124469,212021,Shewanella kaireitica
S000125078,229920,Leptolinea tardivitalis
S000125079,229921,Levilinea saccharolytica
S000125312,183916,Schaalia vaccimaxillae
S000125539,228654,Psychrobacter pulmonis
S000125872,200132,Paenibacillus nematophilus
S000125931,212020,Shewanella surugensis
S000125963,229919,Anaerolinea thermolimosa
S000126126,43767,Rhodococcus hoagii
S000126566,108150,Thermoanaerobacter italicus
S000126568,188908,Oleispira antarctica
S000126574,324617,Aeromonas tecta
S000126594,184065,Salinicola halophilus
S000126615,53332,Desulfobulbus elongatus
S000126665,141949,Thermomonas haemolytica
S000126672,68035,Sporotomaculum hydroxybenzoicum
S000126685,167481,Companilactobacillus mindensis
S000126793,1779,Mycobacterium komossense
S000126816,134605,Fusobacterium equinum
S000126928,114136,Paenibacillus jamilae
S000126953,104955,Limosilactobacillus frumenti
S000127018,108437,Comamonas nitrativorans
S000127048,170994,Brevibacterium paucivorans
S000127283,157076,Trichococcus collinsii
S000127397,35786,Coprothermobacter proteolyticus
S000127411,1792,Mycobacterium chitae
S000127491,91623,Clostridium akagii
S000127593,1797,Mycobacterium thermoresistibile
S000127597,40223,Methylophaga thalassica
S000127600,90244,Oligella ureolytica
S000127653,112904,Enterococcus villorum
S000127657,152527,Frankia asymbiotica
S000127667,87541,Aerococcus christensenii
S000127669,228,Pseudoalteromonas haloplanktis
S000127675,108028,Arcanobacterium pluranimalium
S000127678,948756,Paenibacillus macquariensis
S000127873,1549,Clostridium sporosphaeroides
S000127945,2052,Mobiluncus mulieris
